file,class,method,variable,usage
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\cronjobs\deleteExpiredEmailVerificationTokens\DeleteExpiredEmailVerificationTokens.java,io.supertokens.cronjobs.deleteExpiredEmailVerificationTokens.DeleteExpiredEmailVerificationTokens,getIntervalTimeSeconds/0,RESOURCE_KEY,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java,io.supertokens.inmemorydb.queries.GeneralQueries$AccountLinkingInfo,"AccountLinkingInfo/2[java.lang.String,boolean]",isLinked,3
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\GeneralQueries.java,io.supertokens.inmemorydb.queries.GeneralQueries$AccountLinkingInfo,"AccountLinkingInfo/2[java.lang.String,boolean]",primaryUserId,3
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,TestingProcess/1[java.lang.String[]],args,3
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,"checkOrWaitForEvent/2[io.supertokens.test.PROCESS_STATE,long]",main,2
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,getProcess/0,main,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,killWithoutDeletingData/0,main,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,killWithoutDeletingData/0,killed,2
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,getArgs/0,args,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,kill/1[boolean],main,2
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,kill/1[boolean],killed,2
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,startProcess/0,waitToStartNotified,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\TestingProcessManager.java,io.supertokens.test.TestingProcessManager$TestingProcess,startProcess/0,waitToStart,2
C:\User\pavan\Projects\supertokens-core\downloader\src\main\java\io\supertokens\downloader\Main.java,io.supertokens.downloader.Main,"downloadFile/4[java.lang.String,java.lang.String,int,int]",isTesting,1
C:\User\pavan\Projects\supertokens-core\downloader\src\main\java\io\supertokens\downloader\Main.java,io.supertokens.downloader.Main,main/1[java.lang.String[]],isTesting,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"consumeCode/4[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,java.lang.String,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"consumeCode/3[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testTpUsersDontHaveTenantIdsForOlderCDI/0,process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testTpUsersDontHaveTenantIdsForOlderCDI/0,t1,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testTpUsersDontHaveTenantIdsForOlderCDI/0,t2,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testTpUsersDontHaveTenantIdsForOlderCDI/0,t3,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"epSignUp/3[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testUserPaginationUserObjectsDontHaveTenantIdsInOlderCDIVersion/0,process,5
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testUserPaginationUserObjectsDontHaveTenantIdsInOlderCDIVersion/0,t1,2
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testUserPaginationUserObjectsDontHaveTenantIdsInOlderCDIVersion/0,t2,2
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testUserPaginationUserObjectsDontHaveTenantIdsInOlderCDIVersion/0,t3,2
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"plessGetUserUsingId/2[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,beforeEach/0,process,5
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"epSignIn/3[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"plessGetUserUsingNumber/2[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"createCodeWithNumber/2[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"getUserUsingThirdPartyUserId/3[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,afterEach/0,process,2
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"epGetUserUsingEmail/2[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"createUsers/3[io.supertokens.test.multitenant.api.TenantIdentifier,int,java.lang.String]",process,6
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"plessGetUserUsingEmail/2[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"tpGetUserUsingId/2[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"createCodeWithEmail/2[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"epGetUserUsingId/2[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testEpUsersDontHaveTenantIdsForOlderCDI/0,process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testEpUsersDontHaveTenantIdsForOlderCDI/0,t1,4
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testEpUsersDontHaveTenantIdsForOlderCDI/0,t2,4
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testEpUsersDontHaveTenantIdsForOlderCDI/0,t3,4
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testPlessUsersDontHaveTenantIdsInOlderCDI/0,process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testPlessUsersDontHaveTenantIdsInOlderCDI/0,t1,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testPlessUsersDontHaveTenantIdsInOlderCDI/0,t2,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,testPlessUsersDontHaveTenantIdsInOlderCDI/0,t3,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,createTenants/0,process,6
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,createTenants/0,t1,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,createTenants/0,t2,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,createTenants/0,t3,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"getUsersUsingEmail/2[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantIdIsNotPresentForOlderCDI.java,io.supertokens.test.multitenant.api.TestTenantIdIsNotPresentForOlderCDI,"signInUp/4[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,java.lang.String,java.lang.String]",process,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\generator\GenerateTenantConfig.java,io.supertokens.test.multitenant.generator.GenerateTenantConfig,generate_requiredSecondaryFactors/0,FACTORS,1
C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\generator\GenerateTenantConfig.java,io.supertokens.test.multitenant.generator.GenerateTenantConfig,generate_firstFactors/0,FACTORS,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\inmemorydb\queries\EmailPasswordQueries.java,io.supertokens.inmemorydb.queries.EmailPasswordQueries$UserInfoRowMapper,getInstance/0,INSTANCE,1
C:\User\pavan\Projects\supertokens-core\ee\src\test\java\io\supertokens\ee\test\Utils.java,io.supertokens.ee.test.Utils,reset/0,byteArrayOutputStream,2
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\StorageAndUserIdMapping.java,io.supertokens.StorageAndUserIdMapping,"StorageAndUserIdMapping/2[io.supertokens.Storage,io.supertokens.UserIdMapping]",userIdMapping,3
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\StorageAndUserIdMapping.java,io.supertokens.StorageAndUserIdMapping,"StorageAndUserIdMapping/2[io.supertokens.Storage,io.supertokens.UserIdMapping]",storage,3
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\totp\exceptions\InvalidTotpException.java,io.supertokens.totp.exceptions.InvalidTotpException,"InvalidTotpException/2[int,int]",maxAttempts,3
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\totp\exceptions\InvalidTotpException.java,io.supertokens.totp.exceptions.InvalidTotpException,"InvalidTotpException/2[int,int]",currentAttempts,3
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getFirebaseSCryptPasswordHashingPoolSize/0,firebase_password_hashing_pool_size,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getBasePath/0,base_path,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getTotpRateLimitCooldownTimeSec/0,totp_rate_limit_cooldown_sec,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getAccessTokenSigningKeyDynamic/0,access_token_signing_key_dynamic,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getMaxThreadPoolSize/0,max_server_pool_size,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getLogLevels/1[io.supertokens.Main],log_level,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getLogLevels/1[io.supertokens.Main],allowedLogLevels,12
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getPasswordlessCodeLifetime/0,passwordless_code_lifetime,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getArgon2Parallelism/0,argon2_parallelism,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getAPIKeys/0,api_keys,2
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getAccessTokenBlacklisting/0,access_token_blacklisting,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getPort/1[io.supertokens.Main],port,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getMaxCDIVersion/0,supertokens_max_cdi_version,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getPasswordlessMaxCodeInputAttempts/0,passwordless_max_code_input_attempts,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getPasswordHashingAlg/0,password_hashing_alg,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getErrorLogPath/1[io.supertokens.Main],error_log_path,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,isTelemetryDisabled/0,disable_telemetry,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getHost/1[io.supertokens.Main],host,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getEmailVerificationTokenLifetime/0,email_verification_token_lifetime,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getIpAllowRegex/0,ip_allow_regex,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,setPasswordHashingAlg/1[io.supertokens.config.CoreConfig.PASSWORD_HASHING_ALG],password_hashing_alg,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getBcryptLogRounds/0,bcrypt_log_rounds,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getHttpsEnabled/0,webserver_https_enabled,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getSuperTokensLoadOnlyCUD/0,supertokens_saas_load_only_cud,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getArgon2Iterations/0,argon2_iterations,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getFirebase_password_hashing_signer_key/0,firebase_password_hashing_signer_key,2
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getAccessTokenDynamicSigningKeyUpdateIntervalInMillis/0,access_token_dynamic_signing_key_update_interval,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",supertokens_saas_load_only_cud,3
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",argon2_memory_kb,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",supertokens_max_cdi_version,2
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",core_config_version,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",email_verification_token_lifetime,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",passwordless_code_lifetime,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",ip_deny_regex,7
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",info_log_path,5
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",ip_allow_regex,7
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",passwordless_max_code_input_attempts,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",totp_max_attempts,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",refresh_token_validity,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",argon2_parallelism,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",logDefault,2
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",access_token_dynamic_signing_key_update_interval,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",host,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",argon2_hashing_pool_size,4
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",api_keys,6
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",supertokens_saas_secret,7
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",argon2_iterations,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",bcrypt_log_rounds,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",password_reset_token_lifetime,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",log_level,8
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",base_path,7
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",error_log_path,5
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",isNormalizedAndValid,2
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",firebase_password_hashing_pool_size,2
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",totp_rate_limit_cooldown_sec,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",port,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",access_token_validity,3
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",max_server_pool_size,2
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,"normalizeAndValidate/2[io.supertokens.Main,boolean]",password_hashing_alg,4
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getRefreshTokenValidityInMillis/0,refresh_token_validity,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getConfigVersion/0,core_config_version,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getInfoLogPath/1[io.supertokens.Main],info_log_path,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getArgon2HashingPoolSize/0,argon2_hashing_pool_size,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getSuperTokensSaaSSecret/0,supertokens_saas_secret,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getIpDenyRegex/0,ip_deny_regex,1
C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\config\CoreConfig.java,io.supertokens.config.CoreConfig,getArgon2MemoryKb/0,argon2_memory_kb,1
